pos_id;track_id;pair_id;bird_num;path;bird_id;x;y;t;dp_10m
1;1;1;1;A;1;0.3;1.6;40308;t
2;1;1;1;A;1;3.3;3;40308.2;f
3;1;1;1;A;1;3.8;1.8;40308.4;f
4;1;1;1;A;1;5.2;3.1;40308.6;f
5;1;1;1;A;1;6.5;2.8;40308.8;f
6;1;1;1;A;1;7;0.8;40309;f
7;1;1;1;A;1;8.9;0.6;40309;f
