pos_id;track_id;pair_id;bird_num;path;bird_id;x;y;t;dp_10m
1324;1;1;1;A;1;614540.8349;5732520.77499;40572.6;f
1325;1;1;1;A;1;614543.10302;5732523.7193;40572.8;f
1326;1;1;1;A;1;614545.38745;5732526.56413;40573;f
1327;1;1;1;A;1;614547.85843;5732529.40193;40573.2;f
1328;1;1;1;A;1;614550.41447;5732532.14144;40573.4;f
1329;1;1;1;A;1;614552.97779;5732534.87005;40573.6;f
1330;1;1;1;A;1;614555.66764;5732537.50146;40573.8;f
1331;1;1;1;A;1;614558.43599;5732540.02339;40574;f
1332;1;1;1;A;1;614561.33577;5732542.53715;40574.2;f
1333;1;1;1;A;1;614564.06305;5732545.04698;40574.4;f
1334;1;1;1;A;1;614566.82938;5732547.6578;40574.6;f
1335;1;1;1;A;1;614569.60225;5732550.27982;40574.8;f
1336;1;1;1;A;1;614572.37309;5732553.00211;40575;f
1337;1;1;1;A;1;614575.08372;5732555.63402;40575.2;f
1338;1;1;1;A;1;614577.78754;5732558.25447;40575.4;f
1339;1;1;1;A;1;614580.68237;5732560.6792;40575.6;f
1340;1;1;1;A;1;614583.72503;5732562.98486;40575.8;f
1341;1;1;1;A;1;614586.91287;5732564.98238;40576;f
1342;1;1;1;A;1;614590.17974;5732566.84809;40576.2;f
1343;1;1;1;A;1;614593.45152;5732568.80283;40576.4;f
1344;1;1;1;A;1;614596.72304;5732570.76874;40576.6;f
1345;1;1;1;A;1;614599.93229;5732572.73315;40576.8;f
1346;1;1;1;A;1;614603.07035;5732574.7961;40577;f
1347;1;1;1;A;1;614606.1347;5732577.06883;40577.2;f
1348;1;1;1;A;1;614609.13151;5732579.26212;40577.4;f
1349;1;1;1;A;1;614612.24596;5732581.44699;40577.6;f
1350;1;1;1;A;1;614615.30991;5732583.7308;40577.8;f
1351;1;1;1;A;1;614618.42878;5732586.02704;40578;f
1352;1;1;1;A;1;614621.55686;5732588.22341;40578.2;f
1353;1;1;1;A;1;614624.56096;5732590.40579;40578.4;f
1354;1;1;1;A;1;614627.54891;5732592.68788;40578.6;f
1355;1;1;1;A;1;614630.47208;5732595.07965;40578.8;f
1356;1;1;1;A;1;614633.26168;5732597.57975;40579;f
1357;1;1;1;A;1;614636.035;5732600.19086;40579.2;f
1358;1;1;1;A;1;614638.61922;5732602.90873;40579.4;f
1359;1;1;1;A;1;614640.99385;5732605.73317;40579.6;f
1360;1;1;1;A;1;614643.21863;5732608.76557;40579.8;f
1361;1;1;1;A;1;614645.24269;5732611.81577;40580;f
1362;1;1;1;A;1;614647.18154;5732614.96411;40580.2;f
1363;1;1;1;A;1;614649.11537;5732618.02331;40580.4;f
1364;1;1;1;A;1;614650.98524;5732621.1702;40580.6;f
1365;1;1;1;A;1;614652.85003;5732624.22785;40580.8;f
1366;1;1;1;A;1;614654.77724;5732627.27583;40581;f
1367;1;1;1;A;1;614656.58728;5732630.3213;40581.2;f
1368;1;1;1;A;1;614658.31889;5732633.46481;40581.4;f
1369;1;1;1;A;1;614659.91687;5732636.71664;40581.6;t
1370;1;1;1;A;1;614661.37422;5732640.07655;40581.8;f
1371;1;1;1;A;1;614662.62883;5732643.54312;40582;f
1372;1;1;1;A;1;614663.73813;5732647.01756;40582.2;f
1373;1;1;1;A;1;614664.70701;5732650.58873;40582.4;f
1374;1;1;1;A;1;614665.602;5732654.06963;40582.6;f
1375;1;1;1;A;1;614666.48794;5732657.63893;40582.8;f
1376;1;1;1;A;1;614667.24945;5732661.21671;40583;f
1377;1;1;1;A;1;614667.93497;5732664.79278;40583.2;f
1378;1;1;1;A;1;614668.61126;5732668.4687;40583.4;f
1379;1;1;1;A;1;614669.22747;5732672.05439;40583.6;f
1380;1;1;1;A;1;614669.89908;5732675.63014;40583.8;f
1381;1;1;1;A;1;614670.63975;5732679.20747;40584;f
1382;1;1;1;A;1;614671.45174;5732682.68635;40584.2;f
1383;1;1;1;A;1;614672.39282;5732686.25687;40584.4;f
1384;1;1;1;A;1;614673.412;5732689.74061;40584.6;f
1385;1;1;1;A;1;614674.37848;5732693.11161;40584.8;f
1386;1;1;1;A;1;614675.14972;5732696.56715;40585;f
1387;1;1;1;A;1;614675.96196;5732700.03484;40585.2;f
1388;1;1;1;A;1;614676.65695;5732703.49986;40585.4;f
1389;1;1;1;A;1;614677.33804;5732706.96457;40585.6;f
1390;1;1;1;A;1;614677.89262;5732710.52629;40585.8;f
1391;1;1;1;A;1;614678.49747;5732714.00061;40586;f
1392;1;1;1;A;1;614679.10723;5732717.56377;40586.2;f
1393;1;1;1;A;1;614679.7167;5732721.13795;40586.4;f
1394;1;1;1;A;1;614680.13991;5732724.70803;40586.6;f
1395;1;1;1;A;1;614680.48016;5732728.27624;40586.8;f
1396;1;1;1;A;1;614680.81345;5732731.84429;40587;f
1397;1;1;1;A;1;614681.08465;5732735.41093;40587.2;f
1398;1;1;1;A;1;614681.35117;5732738.87741;40587.4;f
1399;1;1;1;A;1;614681.61567;5732742.43269;40587.6;f
1400;1;1;1;A;1;614681.88218;5732745.89901;40587.8;f
1401;1;1;1;A;1;614682.27315;5732749.35725;40588;f
1402;1;1;1;A;1;614682.86658;5732752.71992;40588.2;f
1403;1;1;1;A;1;614683.60529;5732756.07452;40588.4;f
1404;1;1;1;A;1;614684.4844;5732759.33241;40588.6;t
1405;1;1;1;A;1;614685.6306;5732762.38507;40588.8;f
1406;1;1;1;A;1;614686.99141;5732765.42019;40589;f
1407;1;1;1;A;1;614688.43747;5732768.35721;40589.2;f
1408;1;1;1;A;1;614689.95056;5732771.38458;40589.4;f
1409;1;1;1;A;1;614691.53699;5732774.22474;40589.6;f
1410;1;1;1;A;1;614693.19518;5732776.94394;40589.8;f
1411;1;1;1;A;1;614694.92274;5732779.6536;40590;f
1412;1;1;1;A;1;614696.84589;5732782.26781;40590.2;f
1413;1;1;1;A;1;614698.79002;5732784.87105;40590.4;f
1414;1;1;1;A;1;614700.79857;5732787.37581;40590.6;f
1415;1;1;1;A;1;614702.81435;5732789.86953;40590.8;f
1416;1;1;1;A;1;614704.83014;5732792.36325;40591;f
1417;1;1;1;A;1;614706.78155;5732794.95554;40591.2;f
1418;1;1;1;A;1;614708.59929;5732797.65607;40591.4;f
1419;1;1;1;A;1;614710.34305;5732800.26608;40591.6;f
1420;1;1;1;A;1;614712.01337;5732803.06316;40591.8;f
1421;1;1;1;A;1;614713.5544;5732805.77981;40592;f
1422;1;1;1;A;1;614714.95538;5732808.58223;40592.2;f
1423;1;1;1;A;1;614716.27769;5732811.49388;40592.4;f
1424;1;1;1;A;1;614717.40658;5732814.41246;40592.6;f
1425;1;1;1;A;1;614718.51457;5732817.33057;40592.8;f
1426;1;1;1;A;1;614719.68237;5732820.35008;40593;f
1427;1;1;1;A;1;614720.91896;5732823.38238;40593.2;f
1428;1;1;1;A;1;614722.22227;5732826.51611;40593.4;f
1429;1;1;1;A;1;614723.40822;5732829.65865;40593.6;f
1430;1;1;1;A;1;614724.51807;5732832.79921;40593.8;f
1431;1;1;1;A;1;614725.61871;5732836.0397;40594;f
1432;1;1;1;A;1;614726.5927;5732839.38874;40594.2;f
1433;1;1;1;A;1;614727.55242;5732842.7484;40594.4;f
1434;1;1;1;A;1;614728.57424;5732846.10959;40594.6;f
1435;1;1;1;A;1;614729.6674;5732849.37239;40594.8;f
1436;1;1;1;A;1;614730.88966;5732852.72694;40595;f
1437;1;1;1;A;1;614732.12788;5732855.99304;40595.2;f
1438;1;1;1;A;1;614733.3663;5732859.24778;40595.4;f
1439;1;1;1;A;1;614734.72898;5732862.50562;40595.6;f
1440;1;1;1;A;1;614736.16985;5732865.66495;40595.8;f
1441;1;1;1;A;1;614737.55591;5732868.81191;40596;f
1442;1;1;1;A;1;614738.87293;5732871.95732;40596.2;f
1443;1;1;1;A;1;614740.05655;5732875.19972;40596.4;f
1444;1;1;1;A;1;614741.09954;5732878.55017;40596.6;f
1445;1;1;1;A;1;614742.0662;5732881.90998;40596.8;f
1446;1;1;1;A;1;614742.9639;5732885.2685;40597;t
1447;1;1;1;A;1;614743.60401;5732888.72107;40597.2;f
1448;1;1;1;A;1;614744.21594;5732892.18405;40597.4;f
1449;1;1;1;A;1;614744.76585;5732895.64592;40597.6;f
1450;1;1;1;A;1;614745.37309;5732899.00879;40597.8;f
1451;1;1;1;A;1;614745.9255;5732902.3593;40598;f
1452;1;1;1;A;1;614746.47094;5732905.70966;40598.2;f
1453;1;1;1;A;1;614747.08073;5732908.96147;40598.4;f
1454;1;1;1;A;1;614747.75754;5732912.30358;40598.6;f
1455;1;1;1;A;1;614748.44332;5732915.55698;40598.8;f
1456;1;1;1;A;1;614749.18921;5732918.90079;40599;f
1457;1;1;1;A;1;614749.87972;5732922.25448;40599.2;f
1458;1;1;1;A;1;614750.50115;5732925.60642;40599.4;f
1459;1;1;1;A;1;614751.05356;5732928.95693;40599.6;f
1460;1;1;1;A;1;614751.72312;5732932.31012;40599.8;f
1461;1;1;1;A;1;614752.34231;5732935.76218;40600;f
1462;1;1;1;A;1;614752.89446;5732939.12395;40600.2;f
1463;1;1;1;A;1;614753.37554;5732942.57286;40600.4;f
1464;1;1;1;A;1;614753.91146;5732946.03428;40600.6;f
1465;1;1;1;A;1;614754.39227;5732949.49428;40600.8;f
1466;1;1;1;A;1;614754.86613;5732952.95442;40601;f
1467;1;1;1;A;1;614755.21584;5732956.4116;40601.2;f
1468;1;1;1;A;1;614755.61364;5732959.86972;40601.4;f
1469;1;1;1;A;1;614755.9541;5732963.42667;40601.6;f
1470;1;1;1;A;1;614756.35166;5732966.89618;40601.8;f
1471;1;1;1;A;1;614756.75417;5732970.45457;40602;f
1472;1;1;1;A;1;614757.03231;5732974.02138;40602.2;f
1473;1;1;1;A;1;614757.35854;5732977.58928;40602.4;f
1474;1;1;1;A;1;614757.75382;5732981.15875;40602.6;f
1475;1;1;1;A;1;614758.21584;5732984.82959;40602.8;f
1476;1;1;1;A;1;614758.62483;5732988.41062;40603;f
1477;1;1;1;A;1;614759.08917;5732991.98183;40603.2;f
1478;1;1;1;A;1;614759.49611;5732995.65143;40603.4;f
1479;1;1;1;A;1;614759.89811;5732999.2323;40603.6;f
1480;1;1;1;A;1;614760.23603;5733002.90047;40603.8;f
1481;1;1;1;A;1;614760.50692;5733006.47837;40604;f
1482;1;1;1;A;1;614760.77109;5733010.04486;40604.2;f
1483;1;1;1;A;1;614760.97091;5733013.70989;40604.4;f
1484;1;1;1;A;1;614761.03937;5733017.38318;40604.6;f
1485;1;1;1;A;1;614761.0318;5733021.05458;40604.8;f
1486;1;1;1;A;1;614760.95518;5733024.72455;40605;f
1487;1;1;1;A;1;614760.99342;5733028.49733;40605.2;f
1488;1;1;1;A;1;614761.16948;5733032.28419;40605.4;f
1489;1;1;1;A;1;614761.42158;5733036.07291;40605.6;f
1490;1;1;1;A;1;614761.80478;5733039.86464;40605.8;f
1491;1;1;1;A;1;614762.20424;5733043.55674;40606;f
1492;1;1;1;A;1;614762.66601;5733047.23899;40606.2;f
1493;1;1;1;A;1;614763.19453;5733051.0226;40606.4;f
1494;1;1;1;A;1;614763.85621;5733054.72083;40606.6;f
1495;1;1;1;A;1;614764.53208;5733058.40781;40606.8;f
1496;1;1;1;A;1;614765.33208;5733062.09775;40607;f
1497;1;1;1;A;1;614766.27244;5733065.69092;40607.2;f
1498;1;1;1;A;1;614767.22478;5733069.37308;40607.4;f
1499;1;1;1;A;1;614768.17685;5733073.06651;40607.6;f
1500;1;1;1;A;1;614769.19325;5733076.66141;40607.8;f
1501;1;1;1;A;1;614770.15485;5733080.24378;40608;f
1502;1;1;1;A;1;614771.23128;5733083.92878;40608.2;f
1503;1;1;1;A;1;614772.26162;5733087.52383;40608.4;f
1504;1;1;1;A;1;614773.34508;5733091.20913;40608.6;f
1505;1;1;1;A;1;614774.37314;5733094.90414;40608.8;f
1506;1;1;1;A;1;614775.33219;5733098.59771;40609;f
1507;1;1;1;A;1;614776.28426;5733102.29113;40609.2;f
1508;1;1;1;A;1;614777.29609;5733106.08592;40609.4;f
1509;1;1;1;A;1;614778.25488;5733109.79077;40609.6;f
1510;1;1;1;A;1;614779.08281;5733113.48121;40609.8;f
1511;1;1;1;A;1;614779.58884;5733117.06463;40610;t
1512;1;1;1;A;1;614779.8717;5733120.73156;40610.2;f
1513;1;1;1;A;1;614780.13329;5733124.40909;40610.4;f
1514;1;1;1;A;1;614780.21103;5733127.98275;40610.6;f
1515;1;1;1;A;1;614780.14394;5733131.54155;40610.8;f
1516;1;1;1;A;1;614780.00081;5733135.09874;40611;f
1517;1;1;1;A;1;614779.79091;5733138.55445;40611.2;f
1518;1;1;1;A;1;614779.57199;5733142.09865;40611.4;f
1519;1;1;1;A;1;614779.29077;5733145.65271;40611.6;f
1520;1;1;1;A;1;614778.94052;5733149.20504;40611.8;f
1521;1;1;1;A;1;614778.64756;5733152.659;40612;f
1522;1;1;1;A;1;614778.35959;5733156.20164;40612.2;f
1523;1;1;1;A;1;614778.07366;5733159.65546;40612.4;f
1524;1;1;1;A;1;614777.90978;5733163.20089;40612.6;f
1525;1;1;1;A;1;614777.82169;5733166.75936;40612.8;f
1526;1;1;1;A;1;614777.73833;5733170.41791;40613;f
1527;1;1;1;A;1;614777.71674;5733174.08915;40613.2;f
1528;1;1;1;A;1;614777.70217;5733177.76055;40613.4;f
1529;1;1;1;A;1;614777.81395;5733181.33486;40613.6;f
1530;1;1;1;A;1;614777.87795;5733184.89663;40613.8;f
1531;1;1;1;A;1;614777.99699;5733188.45996;40614;f
1532;1;1;1;A;1;614778.12304;5733192.02332;40614.2;f
1533;1;1;1;A;1;614778.18476;5733195.68501;40614.4;f
1534;1;1;1;A;1;614778.23922;5733199.35797;40614.6;f
1535;1;1;1;A;1;614778.41776;5733203.03377;40614.8;f
1536;1;1;1;A;1;614778.61032;5733206.70989;40615;f
1537;1;1;1;A;1;614778.80514;5733210.2861;40615.2;f
1538;1;1;1;A;1;614778.93592;5733213.94952;40615.4;f
1539;1;1;1;A;1;614779.18577;5733217.52698;40615.6;f
1540;1;1;1;A;1;614779.51192;5733221.09472;40615.8;f
1541;1;1;1;A;1;614779.72103;5733224.65994;40616;f
1542;1;1;1;A;1;614779.73001;5733228.22078;40616.2;f
1543;1;1;1;A;1;614779.65593;5733231.77942;40616.4;f
1544;1;1;1;A;1;614779.45305;5733235.23528;40616.6;f
1545;1;1;1;A;1;614779.23413;5733238.77947;40616.8;f
1546;1;1;1;A;1;614778.89089;5733242.33212;40617;f
1547;1;1;1;A;1;614778.47159;5733245.88303;40617.2;f
1548;1;1;1;A;1;614777.98553;5733249.33246;40617.4;t
1549;1;1;1;A;1;614777.30662;5733252.7662;40617.6;f
1550;1;1;1;A;1;614776.48037;5733256.29639;40617.8;f
1551;1;1;1;A;1;614775.51803;5733259.73495;40618;f
1552;1;1;1;A;1;614774.48212;5733263.06074;40618.2;f
1553;1;1;1;A;1;614773.37523;5733266.47329;40618.4;f
1554;1;1;1;A;1;614772.13926;5733269.79436;40618.6;f
1555;1;1;1;A;1;614770.94926;5733273.20514;40618.8;f
1556;1;1;1;A;1;614769.89236;5733276.53031;40619;f
1557;1;1;1;A;1;614768.91177;5733279.84591;40619.2;f
1558;1;1;1;A;1;614768.00027;5733283.16293;40619.4;f
1559;1;1;1;A;1;614766.91189;5733286.37625;40619.6;f
1560;1;1;1;A;1;614765.80282;5733289.57752;40619.8;f
1561;1;1;1;A;1;614764.75573;5733292.78033;40620;f
1562;1;1;1;A;1;614763.5916;5733295.98048;40620.2;f
1563;1;1;1;A;1;614762.47774;5733299.08182;40620.4;f
1564;1;1;1;A;1;614761.18508;5733302.16778;40620.6;f
1565;1;1;1;A;1;614759.80935;5733305.25185;40620.8;f
1566;1;1;1;A;1;614758.36685;5733308.23444;40621;f
1567;1;1;1;A;1;614757.03709;5733311.40821;40621.2;f
1568;1;1;1;A;1;614755.72319;5733314.50485;40621.4;f
1569;1;1;1;A;1;614754.47146;5733317.59187;40621.6;f
1570;1;1;1;A;1;614753.22457;5733320.77871;40621.8;f
1571;1;1;1;A;1;614751.91992;5733323.77574;40622;f
1572;1;1;1;A;1;614750.60875;5733326.75002;40622.2;f
1573;1;1;1;A;1;614749.17354;5733329.72147;40622.4;f
1574;1;1;1;A;1;614747.66228;5733332.69119;40622.6;f
1575;1;1;1;A;1;614746.26809;5733335.66344;40622.8;f
1576;1;1;1;A;1;614744.95214;5733338.53778;40623;f
1577;1;1;1;A;1;614743.70097;5733341.60208;40623.2;f
1578;1;1;1;A;1;614742.39664;5733344.58769;40623.4;f
1579;1;1;1;A;1;614741.08322;5733347.66185;40623.6;f
1580;1;1;1;A;1;614739.6455;5733350.74451;40623.8;f
1581;1;1;1;A;1;614738.25574;5733353.82826;40624;f
1582;1;1;1;A;1;614736.93276;5733357.01348;40624.2;f
1583;1;1;1;A;1;614735.73831;5733360.31289;40624.4;f
1584;1;1;1;A;1;614734.80571;5733363.62959;40624.6;f
1585;1;1;1;A;1;614734.14704;5733367.05232;40624.8;f
1586;1;1;1;A;1;614733.7022;5733370.49153;40625;f
1587;1;1;1;A;1;614733.46452;5733373.93534;40625.2;f
1588;1;1;1;A;1;614733.49597;5733377.38511;40625.4;f
1589;1;1;1;A;1;614733.74157;5733380.83989;40625.6;f
1590;1;1;1;A;1;614734.19656;5733384.19952;40625.8;f
1591;1;1;1;A;1;614734.73718;5733387.44984;40626;f
1592;1;1;1;A;1;614735.53087;5733390.79454;40626.2;t
1593;1;1;1;A;1;614736.48099;5733393.95424;40626.4;f
1594;1;1;1;A;1;614737.63172;5733397.09587;40626.6;f
1595;1;1;1;A;1;614739.05151;5733400.24349;40626.8;f
1596;1;1;1;A;1;614740.74987;5733403.29777;40627;f
1597;1;1;1;A;1;614742.54084;5733406.2428;40627.2;f
1598;1;1;1;A;1;614744.52503;5733409.18075;40627.4;f
1599;1;1;1;A;1;614746.65667;5733412.02225;40627.6;f
1600;1;1;1;A;1;614748.6809;5733414.75005;40627.8;f
1601;1;1;1;A;1;614750.81762;5733417.36915;40628;f
1602;1;1;1;A;1;614752.96866;5733419.97725;40628.2;f
1603;1;1;1;A;1;614755.05768;5733422.58393;40628.4;f
1604;1;1;1;A;1;614757.07539;5733425.28893;40628.6;f
1605;1;1;1;A;1;614759.08798;5733427.90509;40628.8;f
1606;1;1;1;A;1;614761.16293;5733430.51144;40629;f
1607;1;1;1;A;1;614763.183;5733433.11667;40629.2;f
1608;1;1;1;A;1;614765.26014;5733435.62306;40629.4;f
1609;1;1;1;A;1;614767.34464;5733438.11837;40629.6;f
1610;1;1;1;A;1;614769.42915;5733440.61369;40629.8;f
1611;1;1;1;A;1;614771.51594;5733443.00914;40630;f
1612;1;1;1;A;1;614773.60071;5733445.49313;40630.2;f
1613;1;1;1;A;1;614775.68749;5733447.88858;40630.4;f
1614;1;1;1;A;1;614777.89854;5733450.27553;40630.6;f
1615;1;1;1;A;1;614780.18556;5733452.6641;40630.8;t
1616;1;1;1;A;1;614782.66571;5733455.05717;40631;f
1617;1;1;1;A;1;614785.16937;5733457.35097;40631.2;f
1618;1;1;1;A;1;614787.67763;5733459.43349;40631.4;f
1619;1;1;1;A;1;614790.12221;5733461.59188;40631.6;f
1620;1;1;1;A;1;614792.68579;5733463.66442;40631.8;f
1621;1;1;1;A;1;614795.32797;5733465.62748;40632;f
1622;1;1;1;A;1;614798.03718;5733467.68066;40632.2;f
1623;1;1;1;A;1;614800.94132;5733469.64961;40632.4;f
1624;1;1;1;A;1;614803.93135;5733471.50942;40632.6;f
1625;1;1;1;A;1;614807.05472;5733473.26086;40632.8;f
1626;1;1;1;A;1;614810.06625;5733475.09838;40633;f
1627;1;1;1;A;1;614813.18973;5733476.84991;40633.2;f
1628;1;1;1;A;1;614816.26555;5733478.58899;40633.4;f
1629;1;1;1;A;1;614819.21033;5733480.3251;40633.6;f
1630;1;1;1;A;1;614822.13648;5733482.26061;40633.8;f
1631;1;1;1;A;1;614824.99782;5733484.31726;40634;f
1632;1;1;1;A;1;614827.85187;5733486.38509;40634.2;f
1633;1;1;1;A;1;614830.63924;5733488.65114;40634.4;f
1634;1;1;1;A;1;614833.42155;5733490.84005;40634.6;f
1635;1;1;1;A;1;614836.2039;5733493.01743;40634.8;f
1636;1;1;1;A;1;614838.98407;5733495.29475;40635;f
1637;1;1;1;A;1;614841.764;5733497.58343;40635.2;f
1638;1;1;1;A;1;614844.54619;5733499.77226;40635.4;f
1639;1;1;1;A;1;614847.32865;5733501.94974;40635.6;f
1640;1;1;1;A;1;614850.0467;5733504.22556;40635.8;f
1641;1;1;1;A;1;614852.8174;5733506.61404;40636;f
1642;1;1;1;A;1;614855.53279;5733509.01253;40636.2;f
1643;1;1;1;A;1;614858.17901;5733511.40933;40636.4;f
1644;1;1;1;A;1;614860.81601;5733513.90593;40636.6;f
1645;1;1;1;A;1;614863.38849;5733516.51233;40636.8;f
1646;1;1;1;A;1;614865.95139;5733519.22977;40637;f
1647;1;1;1;A;1;614868.45431;5733521.85731;40637.2;f
1648;1;1;1;A;1;614870.95043;5733524.47333;40637.4;f
1649;1;1;1;A;1;614873.50855;5733527.09076;40637.6;f
1650;1;1;1;A;1;614876.13558;5733529.70966;40637.8;f
1651;1;1;1;A;1;614878.83415;5733532.2305;40638;f
1652;1;1;1;A;1;614881.47795;5733534.73864;40638.2;f
1653;1;1;1;A;1;614883.86433;5733537.34069;40638.4;f
1654;1;1;1;A;1;614886.03639;5733539.94932;40638.6;f
1655;1;1;1;A;1;614888.18502;5733542.65732;40638.8;f
1656;1;1;1;A;1;614890.27141;5733545.37527;40639;f
1657;1;1;1;A;1;614892.22904;5733547.99038;40639.2;f
1658;1;1;1;A;1;614894.04886;5733550.59099;40639.4;t
1659;1;1;1;A;1;614895.7903;5733553.28971;40639.6;f
1660;1;1;1;A;1;614897.40038;5733555.99668;40639.8;f
1661;1;1;1;A;1;614898.81054;5733558.69931;40640;f
1662;1;1;1;A;1;614900.01351;5733561.39713;40640.2;f
1663;1;1;1;A;1;614901.13329;5733564.09291;40640.4;f
1664;1;1;1;A;1;614902.11981;5733566.88565;40640.6;f
1665;1;1;1;A;1;614903.02998;5733569.68804;40640.8;f
1666;1;1;1;A;1;614903.93538;5733572.39042;40641;f
1667;1;1;1;A;1;614904.77677;5733575.17987;40641.2;f
1668;1;1;1;A;1;614905.61312;5733577.88068;40641.4;f
1669;1;1;1;A;1;614906.44974;5733580.57013;40641.6;f
1670;1;1;1;A;1;614907.22433;5733583.25804;40641.8;f
1671;1;1;1;A;1;614908.05388;5733585.94731;40642;f
1672;1;1;1;A;1;614908.88825;5733588.73671;40642.2;f
1673;1;1;1;A;1;614909.84852;5733591.44025;40642.4;f
1674;1;1;1;A;1;614911.07112;5733594.13848;40642.6;f
1675;1;1;1;A;1;614912.38394;5733596.8388;40642.8;f
1676;1;1;1;A;1;614913.63955;5733599.63769;40643;f
1677;1;1;1;A;1;614915.00953;5733602.55046;40643.2;f
1678;1;1;1;A;1;614916.33367;5733605.37367;40643.4;f
1679;1;1;1;A;1;614917.64872;5733608.28519;40643.6;f
1680;1;1;1;A;1;614919.02771;5733611.10953;40643.8;f
1681;1;1;1;A;1;614920.41179;5733614.0226;40644;f
1682;1;1;1;A;1;614921.73142;5733617.04562;40644.2;f
1683;1;1;1;A;1;614922.85769;5733620.07535;40644.4;f
1684;1;1;1;A;1;614923.77462;5733623.2003;40644.6;f
1685;1;1;1;A;1;614924.54614;5733626.33332;40644.8;f
1686;1;1;1;A;1;614925.23929;5733629.56444;40645;f
1687;1;1;1;A;1;614925.98938;5733632.70835;40645.2;f
1688;1;1;1;A;1;614926.68021;5733636.03915;40645.4;f
1689;1;1;1;A;1;614927.48976;5733639.29582;40645.6;f
1690;1;1;1;A;1;614928.31363;5733642.54118;40645.8;f
1691;1;1;1;A;1;614929.01358;5733645.78382;40646;f
1692;1;1;1;A;1;614929.63743;5733649.02474;40646.2;f
1693;1;1;1;A;1;614930.25193;5733652.36532;40646.4;f
1694;1;1;1;A;1;614930.8042;5733655.71587;40646.6;f
1695;1;1;1;A;1;614931.28744;5733659.06485;40646.8;f
1696;1;1;1;A;1;614931.82558;5733662.41508;40647;f
1697;1;1;1;A;1;614932.43503;5733665.66706;40647.2;f
1698;1;1;1;A;1;614933.178;5733668.81068;40647.4;f
1699;1;1;1;A;1;614934.24528;5733671.95058;40647.6;f
1700;1;1;1;A;1;614935.59569;5733675.09669;40647.8;f
1701;1;1;1;A;1;614937.10062;5733678.14656;40648;f
1702;1;1;1;A;1;614938.74617;5733681.0884;40648.2;f
1703;1;1;1;A;1;614940.65627;5733683.92501;40648.4;f
1704;1;1;1;A;1;614942.72111;5733686.65389;40648.6;f
1705;1;1;1;A;1;614944.8645;5733689.27318;40648.8;f
1706;1;1;1;A;1;614946.95116;5733691.97987;40649;f
1707;1;1;1;A;1;614949.0304;5733694.6977;40649.2;f
1708;1;1;1;A;1;614951.23575;5733697.3184;40649.4;f
1709;1;1;1;A;1;614953.39362;5733699.92674;40649.6;f
1710;1;1;1;A;1;614955.54215;5733702.63474;40649.8;f
1711;1;1;1;A;1;614957.69041;5733705.35413;40650;f
1712;1;1;1;A;1;614959.77671;5733708.07212;40650.2;f
1713;1;1;1;A;1;614961.60352;5733710.98391;40650.4;f
1714;1;1;1;A;1;614963.09169;5733713.91077;40650.6;f
1715;1;1;1;A;1;614964.35628;5733716.93226;40650.8;f
1716;1;1;1;A;1;614965.47556;5733719.96208;40651;f
1717;1;1;1;A;1;614966.70458;5733722.99431;40651.2;f
1718;1;1;1;A;1;614967.9454;5733726.12651;40651.4;f
1719;1;1;1;A;1;614969.31221;5733729.17326;40651.6;f
1720;1;1;1;A;1;614970.50527;5733732.30451;40651.8;f
1721;1;1;1;A;1;614971.61489;5733735.44526;40652;f
1722;1;1;1;A;1;614972.46958;5733738.58019;40652.2;f
1723;1;1;1;A;1;614973.16977;5733741.81146;40652.4;t
1724;1;1;1;A;1;614973.73163;5733745.05097;40652.6;f
1725;1;1;1;A;1;614974.21507;5733748.3884;40652.8;f
1726;1;1;1;A;1;614974.62924;5733751.73579;40653;f
1727;1;1;1;A;1;614975.09831;5733755.0846;40653.2;f
1728;1;1;1;A;1;614975.32886;5733758.32782;40653.4;f
1729;1;1;1;A;1;614975.46942;5733761.5577;40653.6;f
1730;1;1;1;A;1;614975.41703;5733764.78319;40653.8;f
1731;1;1;1;A;1;614975.09558;5733768.00253;40654;f
1732;1;1;1;A;1;614974.6219;5733771.2184;40654.2;f
1733;1;1;1;A;1;614974.19373;5733774.53517;40654.4;f
1734;1;1;1;A;1;614973.83662;5733777.76511;40654.6;f
1735;1;1;1;A;1;614973.42491;5733780.98225;40654.8;f
1736;1;1;1;A;1;614972.94416;5733784.19795;40655;f
1737;1;1;1;A;1;614972.20619;5733787.50778;40655.2;f
1738;1;1;1;A;1;614971.2584;5733790.62426;40655.4;f
1739;1;1;1;A;1;614970.22562;5733793.81594;40655.6;f
1740;1;1;1;A;1;614968.93996;5733796.91342;40655.8;f
1741;1;1;1;A;1;614967.62851;5733799.89906;40656;t
1742;1;1;1;A;1;614966.19342;5733802.87045;40656.2;f
1743;1;1;1;A;1;614964.74416;5733805.84152;40656.4;f
1744;1;1;1;A;1;614963.17328;5733808.70997;40656.6;f
1745;1;1;1;A;1;614961.46239;5733811.66351;40656.8;f
1746;1;1;1;A;1;614959.67961;5733814.42727;40657;f
1747;1;1;1;A;1;614957.7066;5733817.06413;40657.2;f
1748;1;1;1;A;1;614955.58886;5733819.68605;40657.4;f
1749;1;1;1;A;1;614953.51883;5733822.30914;40657.6;f
1750;1;1;1;A;1;614951.45361;5733825.03221;40657.8;f
1751;1;1;1;A;1;614949.50747;5733827.9691;40658;f
